NOME,DESTAQUE_IDA_2020
ALUNO-1070,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1071,
ALUNO-1072,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1073,
ALUNO-1074,
ALUNO-1075,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1076,
ALUNO-1077,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1078,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1079,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1080,
ALUNO-1081,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1082,
ALUNO-1083,
ALUNO-1084,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1085,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1086,
ALUNO-1087,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1088,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1089,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1090,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1091,
ALUNO-1092,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1093,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1094,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1095,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1096,
ALUNO-1097,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1098,
ALUNO-1099,
ALUNO-1100,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1101,
ALUNO-1102,
ALUNO-1103,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1104,
ALUNO-1105,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1106,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1107,
ALUNO-1108,
ALUNO-1109,
ALUNO-1110,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1111,
ALUNO-1112,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1113,
ALUNO-1114,
ALUNO-1115,
ALUNO-1116,
ALUNO-1117,
ALUNO-1118,
ALUNO-1119,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1120,
ALUNO-1121,
ALUNO-1122,
ALUNO-1123,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1124,
ALUNO-1125,
ALUNO-1126,
ALUNO-1127,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1128,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1129,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1130,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1131,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1132,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1133,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1134,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1135,
ALUNO-1136,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1137,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1138,
ALUNO-1139,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1140,
ALUNO-1141,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1142,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1143,
ALUNO-1144,
ALUNO-1145,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1146,
ALUNO-1147,
ALUNO-1148,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1149,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1150,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1151,
ALUNO-1152,
ALUNO-1153,
ALUNO-1154,
ALUNO-1155,
ALUNO-1156,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1157,
ALUNO-1158,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1159,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1160,
ALUNO-1161,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1162,
ALUNO-1163,
ALUNO-1164,
ALUNO-1165,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1166,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1167,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1168,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1169,
ALUNO-1170,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1171,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1172,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1173,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1174,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1175,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1176,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1177,
ALUNO-1178,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1179,
ALUNO-1180,
ALUNO-1181,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1182,
ALUNO-1183,
ALUNO-1184,
ALUNO-1185,
ALUNO-1186,
ALUNO-1187,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1188,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1189,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1190,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1191,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1192,
ALUNO-1193,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1194,
ALUNO-1195,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1196,
ALUNO-1197,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1198,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1199,
ALUNO-1200,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1201,
ALUNO-1202,
ALUNO-1203,
ALUNO-1204,
ALUNO-1205,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1206,
ALUNO-1207,
ALUNO-1208,
ALUNO-1209,
ALUNO-1210,
ALUNO-1211,
ALUNO-1212,
ALUNO-1213,
ALUNO-1214,
ALUNO-1215,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1216,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1217,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1218,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1219,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1220,
ALUNO-1221,
ALUNO-1222,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1223,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1224,
ALUNO-1225,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1226,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1227,
ALUNO-1228,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1229,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1230,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1231,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1232,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1233,
ALUNO-1234,
ALUNO-1235,
ALUNO-1236,
ALUNO-1237,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1238,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1239,
ALUNO-1240,
ALUNO-1241,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1242,
ALUNO-1243,
ALUNO-1244,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1245,
ALUNO-1246,
ALUNO-1247,
ALUNO-1248,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1249,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1250,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1251,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1252,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1253,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1254,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1255,
ALUNO-1256,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1257,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1258,
ALUNO-1259,D302
ALUNO-1260,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1261,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1262,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1263,
ALUNO-1264,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1265,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1266,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1267,
ALUNO-1268,
ALUNO-1269,
ALUNO-1270,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1271,
ALUNO-1272,
ALUNO-1273,
ALUNO-1274,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1275,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1276,
ALUNO-1277,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1278,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1279,
ALUNO-1280,
ALUNO-1281,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1282,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1283,
ALUNO-1284,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1285,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1286,
ALUNO-1287,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1288,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1289,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1290,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1291,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1292,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1293,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1294,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1295,
ALUNO-1296,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1297,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1298,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1299,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1300,
ALUNO-1301,
ALUNO-1302,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1303,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1304,
ALUNO-1305,
ALUNO-1306,
ALUNO-1307,
ALUNO-1308,
ALUNO-1309,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1310,
ALUNO-1311,
ALUNO-1312,
ALUNO-1313,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1314,
ALUNO-1315,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1316,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1317,
ALUNO-1318,Seu destaque em 2020: As suas boas notas na Faculdade.
ALUNO-1319,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1320,
ALUNO-1321,
ALUNO-1322,
ALUNO-1323,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1324,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1325,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1326,
ALUNO-1327,
ALUNO-1328,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1329,
ALUNO-1330,
ALUNO-1331,
ALUNO-1332,
ALUNO-1333,
ALUNO-1334,
ALUNO-1335,
ALUNO-1336,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1337,
ALUNO-1338,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1339,Seu destaque em 2020: As suas boas notas na Passos Mágicos.
ALUNO-1340,
ALUNO-1341,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1342,
ALUNO-1343,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1344,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1345,
ALUNO-1346,
ALUNO-1347,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1348,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
ALUNO-1349,
